"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Length;Characteristics:Guests;Characteristics:Cabins;Characteristics:Crew;Characteristics:Year;Weight;Length;Width;Height;Unit;Portion;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url;Tabs:1;Tabs:2
743265588071;;A100005;;;"Azure 48 Hybrid Saloon Express - Fire - Twin Yanmar 485HP (up to 38 knots) - 60KWH (2 hours pure electric)";;;;500.00;10;;"Color:Fire;Engine:Twin Yanmar 485HP (up to 38 knots);Battery:60KWH (2 hours pure electric)";;"""";851303711451;;;;;;2147483647;0;0;0;;;;;;;;https://azureyachtgroup.com/tproduct/1-851303711451-azure-48-hybrid-saloon-express?editionuid=743265588071;;
534129075081;;A100006;;;"Azure 48 Hybrid Saloon Express - Spirit - Twin Yanmar 485HP (up to 38 knots) - 60KWH (2 hours pure electric)";;;;500.00;10;;"Color:Spirit;Engine:Twin Yanmar 485HP (up to 38 knots);Battery:60KWH (2 hours pure electric)";;"""";851303711451;;;;;;2147483647;0;0;0;;;;;;;;https://azureyachtgroup.com/tproduct/1-851303711451-azure-48-hybrid-saloon-express?editionuid=534129075081;;
907666628912;Azure;;Electric;"Yacht Charters;Motor Yachts;30-40ft";"eMotion 36 Hybrid";"Length: 36ft | Guests: 12 | Cabins: 1";"<ol><li data-list=""ordered"">Introduction#nbsp;highlighting the yacht as#nbsp;a pioneer in sustainable yachting</li><li data-list=""ordered"">Detailed explanation of the#nbsp;hybrid propulsion system:</li></ol><ul><li data-list=""bullet"">Electric#nbsp;mode capabilities (2 hours at#nbsp;6 knots with zero emissions)</li><li data-list=""bullet"">Perfect scenarios for using electric mode (secluded coves, wildlife watching)</li><li data-list=""bullet"">Seamless transition to diesel for longer range and higher speeds</li></ul><ol><li data-list=""ordered"">Interior layout and features:</li></ol><ul><li data-list=""bullet"">Two#nbsp;private cabins for 6 guests</li><li data-list=""bullet"">Well-appointed head with electric toilet</li><li data-list=""bullet"">Salon area with panoramic windows</li><li data-list=""bullet"">Natural#nbsp;light emphasis</li></ul><ol><li data-list=""ordered"">Exterior spaces:</li></ol><ul><li data-list=""bullet"">Spacious aft#nbsp;deck for al fresco dining</li><li data-list=""bullet"">Forward sunpad for sunbathing</li></ul><ol><li data-list=""ordered"">Construction#nbsp;details:</li></ol><ul><li data-list=""bullet"">Built by Azure Yachts in 2018</li><li data-list=""bullet"">Advanced eco-friendly features like battery monitoring and energy-efficient lighting</li><li data-list=""bullet"">Solar charging capabilities</li></ul><ol><li data-list=""ordered"">Target#nbsp;audience appeal:</li></ol><ul><li data-list=""bullet"">Environmental consciousness</li><li data-list=""bullet"">Appreciation for silent cruising</li><li data-list=""bullet"">Interest#nbsp;in cutting-edge marine technology</li></ul><br /><br />";"https://static.tildacdn.com/stor6635-6666-4562-b836-333831373831/60223942.jpg https://static.tildacdn.com/stor3533-3134-4562-a365-646564636135/57068355.jpg https://static.tildacdn.com/stor3361-6564-4766-b365-626332366131/99220604.jpg https://static.tildacdn.com/stor3431-3730-4166-b866-393062646532/32412972.jpg https://static.tildacdn.com/stor3431-3332-4465-b236-393363393335/30915420.jpg https://static.tildacdn.com/stor3563-3865-4863-b536-393431646338/88577995.jpg";;;;"product_options:[{""title"":""Charter Duration"",""params"":{""view"":""select"",""hasColor"":false,""linkImage"":false}},{""title"":""Package Type"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}}]";;"""";;;;;;;0;0;0;0;;0;"Charter eMotion 36 Hybrid Yacht | Azure Yacht Group";;"yacht charter, hybrid yacht, eco-friendly boating, eMotion 36, electric yacht";;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-907666628912-emotion-36-hybrid;"info|#|Package Options|#|<h2 class=""t-redactor__h2"">Standard (Basic) Package&nbsp;includes:</h2><ul><li data-list=""bullet"">Basic crew&nbsp;service</li><li data-list=""bullet"">Fuel for&nbsp;4 hours daily (for motor&nbsp;yachts)</li><li data-list=""bullet"">Use&nbsp;of the yacht and standard amenities</li><li data-list=""bullet"">Insurance</li></ul><h2 class=""t-redactor__h2"">Premium Package includes:</h2><ul><li data-list=""bullet"">Full crew service&nbsp;(more attentive/complete service)</li><li data-list=""bullet"">All&nbsp;fuel (unlimited, not restricted to 4 hours)</li><li data-list=""bullet"">Daily chef service (dedicated food preparation)</li><li data-list=""bullet"">Higher&nbsp;level of overall service and amenities</li></ul>The Premium package generally costs approximately 10-15% more than the Standard package but&nbsp;provides more comprehensive service and eliminates fuel usage restrictions, which is especially&nbsp;valuable for longer trips or guests who want to travel&nbsp;greater distances each day.Both&nbsp;packages are available in three duration&nbsp;options: Half-Day (4 hours), Full-Day (8 hours), and Weekly (7 days).";
828727800272;;36EMO36-4H;;;"eMotion 36 Hybrid - Half-Day (4h) - Standard";;;;1800.00;0;;"Charter Duration:Half-Day (4h);Package Type:Standard";;BhpnZ73oNnBhLThIhFFA;907666628912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-907666628912-emotion-36-hybrid?editionuid=828727800272;;
492027091282;;36EMO36-8H;;;"eMotion 36 Hybrid - Full-Day (8h) - Standard";;;;2300.00;0;;"Charter Duration:Full-Day (8h);Package Type:Standard";;dK2s4Kz0E0UMsEZyo9ma;907666628912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-907666628912-emotion-36-hybrid?editionuid=492027091282;;
794994219452;;36EMO36-WKND;;;"eMotion 36 Hybrid - Weekend (2d) - Standard";;;;4500.00;0;;"Charter Duration:Weekend (2d);Package Type:Standard";;U9iHjrEERiuBjLoL1Rb1;907666628912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-907666628912-emotion-36-hybrid?editionuid=794994219452;;
517174086612;;36EMO36-WEEK;;;"eMotion 36 Hybrid - Weekly (7d) - Standard";;;;18000.00;0;;"Charter Duration:Weekly (7d);Package Type:Standard";;VhGgv6b9uz9spevI5Y5s;907666628912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-907666628912-emotion-36-hybrid?editionuid=517174086612;;
105638543912;Azimut;;EXCLUSIVE;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 64 'Deon'";"Length: 64ft | Guests: 12 | Cabins: 3<br />15% Discount on 4h Charters!";"Luxury motor yacht with excellent amenities and elegant Italian design.";"https://static.tildacdn.com/stor3430-3765-4432-b566-626430353235/14832746.jpg https://static.tildacdn.com/stor6561-3064-4330-a236-626661313464/42018024.jpg https://static.tildacdn.com/stor6664-3062-4332-b732-663137356565/47059200.jpg https://static.tildacdn.com/stor6363-3539-4330-a130-303537343039/23515870.jpg https://static.tildacdn.com/stor3864-6336-4436-a365-326364323135/78348168.jpg https://static.tildacdn.com/stor6536-6436-4666-b565-386433336630/41194592.jpg https://static.tildacdn.com/stor3565-3830-4336-b730-366464653139/62514407.jpg https://static.tildacdn.com/stor6234-3564-4265-a636-333238316662/39639320.jpg https://static.tildacdn.com/stor3434-3532-4330-b335-653235313436/47070291.jpg https://static.tildacdn.com/stor3636-3163-4937-a134-663632636434/93627472.jpg";;;;"product_options:[{""title"":""Charter Duration"",""params"":{""view"":""select"",""hasColor"":false,""linkImage"":false}}]";;EfYboUs2JSn2oiBy7kig;;64;12;3;2;2020;0;0;0;0;;0;"Charter Azimut 64 'Deon' | Luxury Motor Yacht Rental";;"azimut yacht charter, luxury yacht rental, 64 foot yacht, motor yacht, italian yacht";;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-105638543912-azimut-64-deon;"info|#|Package Options|#|<h2 class=""t-redactor__h2"">Standard (Basic) Package&nbsp;includes:</h2><ul><li data-list=""bullet"">Basic crew&nbsp;service</li><li data-list=""bullet"">Fuel for&nbsp;4 hours daily (for motor&nbsp;yachts)</li><li data-list=""bullet"">Use&nbsp;of the yacht and standard amenities</li><li data-list=""bullet"">Insurance</li></ul><h2 class=""t-redactor__h2"">Premium Package includes:</h2><ul><li data-list=""bullet"">Full crew service&nbsp;(more attentive/complete service)</li><li data-list=""bullet"">All&nbsp;fuel (unlimited, not restricted to 4 hours)</li><li data-list=""bullet"">Daily chef service (dedicated food preparation)</li><li data-list=""bullet"">Higher&nbsp;level of overall service and amenities</li></ul>The Premium package generally costs approximately 10-15% more than the Standard package but&nbsp;provides more comprehensive service and eliminates fuel usage restrictions, which is especially&nbsp;valuable for longer trips or guests who want to travel&nbsp;greater distances each day.Both&nbsp;packages are available in three duration&nbsp;options: Half-Day (4 hours), Full-Day (8 hours), and Weekly (7 days).";
265218446322;;AZ64-DEON-1;;;"Azimut 64 'Deon' - Half-Day (4h)";;;;2700.00;;2900;"Charter Duration:Half-Day (4h)";;xUOb6EjKY6kxMLHeIH4M;105638543912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-105638543912-azimut-64-deon?editionuid=265218446322;;
381856399462;;AZ64-DEON-2;;;"Azimut 64 'Deon' - Half-Day (6h)";;;;3900.00;;4100;"Charter Duration:Half-Day (6h)";;BZK56ncN815rxvAtNENY;105638543912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-105638543912-azimut-64-deon?editionuid=381856399462;;
849959739482;;AZ64-DEON-3;;;"Azimut 64 'Deon' - Full-Day (8h)";;;;4800.00;;5100;"Charter Duration:Full-Day (8h)";;CcHe3dTr1vcnfGyM9eSK;105638543912;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-105638543912-azimut-64-deon?editionuid=849959739482;;
319795922752;Prestige;;EXCLUSIVE;"Motor Yachts;Yacht Charters;Featured Yachts;Miami";"Prestige 420 Flybridge";"Length: 42ft | Guests: 12 | Cabins: 2<br />Free Bottle of Rose with any booking!";"Spacious flybridge yacht with modern design and excellent attention to detail.";"https://static.tildacdn.com/stor3563-6231-4861-b638-646438626434/97791342.jpg https://static.tildacdn.com/stor6238-6366-4232-b664-633661366137/27565293.jpg https://static.tildacdn.com/stor6464-6334-4538-a531-346533333161/87642128.jpg https://static.tildacdn.com/stor3062-3035-4365-b334-386663386534/33065179.jpg https://static.tildacdn.com/stor3134-3365-4830-b363-316631616664/23987661.jpg https://static.tildacdn.com/stor3834-3162-4436-b830-666463353735/50756352.jpg https://static.tildacdn.com/stor6430-6634-4636-a532-626639663137/71582456.jpg https://static.tildacdn.com/stor3536-3139-4263-b635-303134343531/66811257.jpg https://static.tildacdn.com/stor3861-3561-4638-b033-633265383334/84307816.jpg https://static.tildacdn.com/stor3235-6163-4262-b035-353466323433/67108842.jpg https://static.tildacdn.com/stor3765-3138-4338-b166-306364336435/19286057.jpg https://static.tildacdn.com/stor6531-6663-4864-a636-396662613935/85816813.jpg https://static.tildacdn.com/stor6434-6334-4964-a161-623434623262/22334380.jpg https://static.tildacdn.com/stor6364-3666-4365-a361-396337666538/19532853.jpg https://static.tildacdn.com/stor3863-6661-4534-b261-386638646335/76592009.jpg https://static.tildacdn.com/stor3766-3639-4465-b035-333462303664/58154019.jpg https://static.tildacdn.com/stor6136-3632-4634-a338-663934663130/49987589.jpg https://static.tildacdn.com/stor6161-3432-4931-b439-633839636535/85440624.jpg";;;;"product_options:[{""title"":""Charter Duration"",""params"":{""view"":""select"",""hasColor"":false,""linkImage"":false}}]";;mJv31pGolyah0lhg64xf;;;;;;;0;0;0;0;;0;"Charter Prestige 420 Flybridge Yacht | Day Cruiser";;"prestige yacht charter, flybridge yacht, 42 foot yacht, day charter, overnight yacht rental";;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-319795922752-prestige-420-flybridge;;
366880309672;;PR420-1;;;"Prestige 420 Flybridge - Half-Day (4h)";;;;1600.00;;1800;"Charter Duration:Half-Day (4h)";;mt0pg7lmpLvTyO2aTAyU;319795922752;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-319795922752-prestige-420-flybridge?editionuid=366880309672;;
331098932482;;PR420-2;;;"Prestige 420 Flybridge - Half-Day (6h)";;;;2100.00;;2400;"Charter Duration:Half-Day (6h)";;TgPeACviBhbvS4nB2lra;319795922752;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-319795922752-prestige-420-flybridge?editionuid=331098932482;;
829799857912;;PR420-3;;;"Prestige 420 Flybridge - Full-Day (8h)";;;;3000.00;;3300;"Charter Duration:Full-Day (8h)";;35S3j0T0SNaz5kucbi9k;319795922752;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-319795922752-prestige-420-flybridge?editionuid=829799857912;;
578272864312;Galeon;;;"Motor Yachts;Yacht Charters";"Galeon 425 HTS";"Length: 42ft | Guests: 12 | Cabins: 2";"Contemporary hardtop sport cruiser with innovative features and sleek lines.";"https://static.tildacdn.com/stor3035-3737-4732-b365-623132316333/52714340.jpg https://static.tildacdn.com/stor3437-6461-4733-a232-333965363533/90438123.jpg https://static.tildacdn.com/stor3132-3664-4338-b232-306132323562/47768365.jpg https://static.tildacdn.com/stor6137-3635-4363-b839-656137363061/45474040.jpg https://static.tildacdn.com/stor3036-3863-4535-a562-383261343135/47055088.jpg";;;;"product_options:[{""title"":""Charter Duration"",""params"":{""view"":""select"",""hasColor"":false,""linkImage"":false}}]";;zfkTHGu4eN0CnxxIuXux;;;;;;;0;0;0;0;;0;"Charter Galeon 425 HTS | Sport Cruiser Yacht Rental";;"galeon yacht charter, sport cruiser rental, hardtop yacht, drop-down balcony yacht, weekend yacht charter";;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-578272864312-galeon-425-hts;;
774704537222;;GL426;;;"Galeon 425 HTS - Half-Day (4h)";;;;1600.00;;1800;"Charter Duration:Half-Day (4h)";;F1pC6YNGvXOlvJMeOV3K;578272864312;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-578272864312-galeon-425-hts?editionuid=774704537222;;
803712054682;;GL427;;;"Galeon 425 HTS - Half-Day (6h)";;;;2200.00;;2400;"Charter Duration:Half-Day (6h)";;bFhC4TY8MSRvC6PR59Km;578272864312;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-578272864312-galeon-425-hts?editionuid=803712054682;;
114608877592;;GL428;;;"Galeon 425 HTS - Full-Day (8h)";;;;3100.00;;3400;"Charter Duration:Full-Day (8h)";;G52tMMbeieJEzYy1nmiv;578272864312;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-578272864312-galeon-425-hts?editionuid=114608877592;;
652757703942;Searay;;;"Motor Yachts;60-80ft;Yacht Charters";"Searay Sundancer 60";"Length: 60ft | Guests: 12 | Cabins: 3";"Luxurious express cruiser with spacious layout and elegant American design.";"https://static.tildacdn.com/stor3037-6330-4231-b038-366262346537/65847836.jpg https://static.tildacdn.com/stor3861-6333-4633-b938-623761616138/96365496.jpg https://static.tildacdn.com/stor3831-3337-4936-b564-613439393561/63659742.jpg https://static.tildacdn.com/stor3365-3764-4034-b831-383235396532/11163186.jpg https://static.tildacdn.com/stor3534-6161-4464-b439-316435366135/90293086.jpg https://static.tildacdn.com/stor3733-3233-4834-b362-663634343130/80255253.jpg https://static.tildacdn.com/stor6530-3239-4030-a636-313633323364/90411025.jpg https://static.tildacdn.com/stor6261-3930-4161-b661-366365316131/56230009.jpg https://static.tildacdn.com/stor6437-3736-4261-b337-356434366134/55265333.jpg https://static.tildacdn.com/stor3961-3730-4661-b737-323835623031/86536939.jpg https://static.tildacdn.com/stor3435-6635-4164-b638-666564653437/61141539.jpg https://static.tildacdn.com/stor3261-6562-4262-b132-343261656236/10910350.jpg https://static.tildacdn.com/stor3137-3735-4636-b432-313664623262/42091929.jpg https://static.tildacdn.com/stor6665-3865-4764-a533-646562376264/42576315.jpg https://static.tildacdn.com/stor6435-3965-4936-a138-343139313133/87519685.jpg https://static.tildacdn.com/stor3361-3565-4131-a165-616638323638/70548926.jpg https://static.tildacdn.com/stor3235-6133-4335-b666-613161373630/74691634.jpg https://static.tildacdn.com/stor6632-3133-4231-a332-633039623730/60457510.jpg";;;;"product_options:[{""title"":""Charter Duration"",""params"":{""view"":""select"",""hasColor"":false,""linkImage"":false}}]";;uRPRHZdcEEMyFZ76Ppkm;;;;;;;0;0;0;0;;0;"Charter Searay Sundancer 60 | Express Cruiser Yacht Rental";;"searay yacht charter, sundancer 60, express cruiser rental, luxury american yacht, 60 foot yacht charter";;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-652757703942-searay-sundancer-60;;
913718671102;;SR60-1;;;"Searay Sundancer 60 - Half-Day (4h)";;;;2500.00;;2700;"Charter Duration:Half-Day (4h)";;rbxZXcS8SZMauflk7PpX;652757703942;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-652757703942-searay-sundancer-60?editionuid=913718671102;;
570930423362;;SR60-2;;;"Searay Sundancer 60 - Half-Day (6h)";;;;3200.00;;3400;"Charter Duration:Half-Day (6h)";;1kfaPgAHXVOdD6JHdzD9;652757703942;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-652757703942-searay-sundancer-60?editionuid=570930423362;;
170500406012;;SR60-3;;;"Searay Sundancer 60 - Full-Day (8h)";;;;4000.00;;4200;"Charter Duration:Full-Day (8h)";;mVKaMRVNKlu9Zurd5ToR;652757703942;;;;;;0;0;0;0;;;;;;;;https://azureyachtgroup.com/yachtcharters/tproduct/935199511-652757703942-searay-sundancer-60?editionuid=170500406012;;
